Serial_No,Order_ID,Order_Date,Region,Customer_ID,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
278,ORD00278,03-04-2024,north,,Consumer,Furniture,Monitor,2,999,,1998,215.27
279,ORD00279,27-03-2024,north,,Consumer,Furniture,Desk,2,999,0.1,1798.2,367.9
280,ORD00280,18-11-2025,West,,Consumer,Office Supplies,Headphones,10,999,,9990,630.34
281,ORD00281,15-02-2024,WEST,CUST2801,Home Office,Office Supplies,Chair,8,799,0,6392,1344.68
282,ORD00282,26-02-2024,West,,Consumer,Electronics,Printer,6,999,0.05,5694.3,1529.32
283,ORD00283,23-09-2025,WEST,,Home Office,Furniture,Chair,1,299,0.05,284.05,51.96
284,ORD00284,19-12-2024,South,,Home Office,Furniture,Laptop,9,199,0,1791,439.67
285,ORD00285,06-04-2024,East,,Home Office,Furniture,Phone,3,499,0.05,1422.15,364.91
286,ORD00286,15-12-2025,East,,Consumer,Office Supplies,Laptop,5,199,0,995,85.07
287,ORD00287,29-06-2024,North,,Corporate,Electronics,Laptop,4,199,0.05,756.2,65.68
288,ORD00288,18-09-2024,North,,Consumer,Office Supplies,Phone,5,99,0.05,470.25,96.66
289,ORD00289,20-01-2024,WEST,,Corporate,Office Supplies,Laptop,6,999,0,5994,314.9
290,ORD00290,05-04-2025,WEST,,Home Office,Furniture,Printer,1,499,0,499,129.08
291,ORD00291,23-08-2024,East,CUST2266,Home Office,Office Supplies,Printer,6,199,0,1194,262.71
292,ORD00292,08-05-2024,WEST,,Corporate,Office Supplies,Phone,5,299,,1495,282.66
293,ORD00293,04-06-2025,North,,Corporate,Furniture,Desk,8,499,0,3992,682.72
294,ORD00294,08-11-2025,north,,Corporate,Furniture,Monitor,4,799,0.05,3036.2,232.4
295,ORD00295,11-11-2025,north,,Consumer,Electronics,Desk,,799,0.1,7191,690.73
296,ORD00296,18-05-2024,WEST,CUST1544,Home Office,Office Supplies,Monitor,3,199,0.1,537.3,30.8
297,ORD00297,04-12-2024,North,CUST2126,Home Office,Electronics,Printer,6,799,0.15,4074.9,1039.46
298,ORD00298,16-05-2025,South,,Consumer,Furniture,Monitor,7,199,0.1,1253.7,289.01
299,ORD00299,30-06-2024,South,,Consumer,Office Supplies,Monitor,5,199,,995,65.33
300,ORD00300,08-02-2025,WEST,,Consumer,Office Supplies,Monitor,6,149,0.05,849.3,236.81
301,ORD00301,27-12-2025,East,CUST1738,Consumer,Furniture,Chair,5,99,0,495,38.67
302,ORD00302,27-02-2025,north,CUST1997,Home Office,Electronics,Printer,3,199,,597,154.81
303,ORD00303,25-08-2024,WEST,,Corporate,Office Supplies,Headphones,5,149,0.05,707.75,125.45
304,ORD00304,04-12-2024,West,CUST2560,Corporate,Furniture,Phone,6,499,0.15,2544.9,566.6
305,ORD00305,14-06-2025,North,,Consumer,Office Supplies,Headphones,4,499,0.15,1696.6,292.5
306,ORD00306,19-12-2024,North,,Corporate,Office Supplies,Laptop,,799,0.1,4314.6,1249.56
307,ORD00307,11-10-2025,West,CUST1822,Corporate,Office Supplies,Phone,3,299,0.15,762.45,221.31
308,ORD00308,26-03-2024,East,,Home Office,Furniture,Laptop,1,499,0.05,474.05,119.4
309,ORD00309,30-09-2025,South,CUST2848,Corporate,Furniture,Desk,4,799,0.15,2716.6,597.63
310,ORD00310,25-06-2025,East,CUST1378,Home Office,Office Supplies,Laptop,2,999,0.05,1898.1,312.75
311,ORD00311,15-04-2024,north,,Home Office,Office Supplies,Headphones,4,199,0.1,716.4,106.28
312,ORD00312,04-07-2025,WEST,,Corporate,Electronics,Phone,3,799,0.05,2277.15,454.05
313,ORD00313,10-07-2025,South,,Consumer,Office Supplies,Printer,3,999,,2997,625.49
314,ORD00314,01-04-2024,north,,Consumer,Office Supplies,Desk,2,299,0.05,568.1,128.98
315,ORD00315,24-11-2025,South,,Home Office,Furniture,Phone,8,149,0.15,1013.2,94.81
316,ORD00316,01-01-2024,north,,Home Office,Electronics,Laptop,10,199,0.05,1890.5,374.91
317,ORD00317,20-08-2025,North,CUST2048,Consumer,Electronics,Chair,7,499,0,3493,472.19
318,ORD00318,11-10-2025,West,,Consumer,Furniture,Printer,7,149,,1043,226.62
319,ORD00319,03-05-2024,North,,Corporate,Electronics,Headphones,5,499,,2495,148.28
320,ORD00320,02-12-2025,North,CUST2062,Home Office,Office Supplies,Chair,3,99,0.05,282.15,62.36
321,ORD00321,11-01-2025,WEST,,Home Office,Furniture,Tablet,9,499,0.1,4041.9,731.72
322,ORD00322,20-03-2025,North,CUST1148,Consumer,Furniture,Tablet,1,799,0.15,679.15,196.38
323,ORD00323,15-09-2024,WEST,CUST2369,Home Office,Office Supplies,Laptop,2,299,0.1,538.2,132.5
324,ORD00324,29-05-2024,North,CUST1157,Consumer,Furniture,Tablet,3,799,0.15,2037.45,511.19
325,ORD00325,13-05-2024,West,,Home Office,Furniture,Monitor,9,199,,1791,253.1
326,ORD00326,06-04-2025,WEST,,Corporate,Office Supplies,Desk,7,199,0,1393,324.98
327,ORD00327,24-03-2025,West,,Home Office,Electronics,Laptop,3,149,,447,131.54
328,ORD00328,08-07-2024,West,,Home Office,Office Supplies,Headphones,2,199,0.1,358.2,84.1
329,ORD00329,27-01-2024,West,,Consumer,Office Supplies,Printer,9,299,0,2691,340.1
330,ORD00330,18-12-2024,West,,Corporate,Office Supplies,Desk,3,99,0.15,252.45,35.81
331,ORD00331,26-09-2025,WEST,,Consumer,Furniture,Phone,4,299,0.1,1076.4,165.3
332,ORD00332,09-06-2024,North,,Corporate,Office Supplies,Printer,4,999,0,3996,1093.01
333,ORD00333,11-06-2024,North,,Consumer,Furniture,Phone,9,499,0.05,4266.45,1052.6
334,ORD00334,18-05-2025,East,CUST1886,Home Office,Furniture,Headphones,2,199,0,398,21.04
335,ORD00335,15-12-2025,North,CUST2693,Home Office,Office Supplies,Chair,1,499,0.1,449.1,30.74
336,ORD00336,24-05-2025,North,,Corporate,Office Supplies,Monitor,2,499,0.1,898.2,90.72
337,ORD00337,15-03-2025,North,,Corporate,Office Supplies,Phone,2,199,,398,109.02
338,ORD00338,05-07-2024,West,,Corporate,Electronics,Phone,7,499,0,3493,1006.93
339,ORD00339,02-11-2025,north,,Home Office,Electronics,Chair,9,299,,2691,298.06
340,ORD00340,27-04-2024,North,CUST2529,Consumer,Furniture,Monitor,4,799,0.15,2716.6,304.01
341,ORD00341,02-02-2024,north,,Home Office,Furniture,Chair,4,299,0,1196,60.33
342,ORD00342,27-11-2024,WEST,CUST2148,Home Office,Electronics,Headphones,10,999,0.15,8491.5,1329.93
343,ORD00343,28-03-2025,North,,Home Office,Electronics,Chair,6,499,0.15,2544.9,387.16
344,ORD00344,08-11-2024,WEST,,Home Office,Furniture,Phone,6,199,0.15,1014.9,224.04
345,ORD00345,27-04-2025,WEST,,Corporate,Furniture,Tablet,3,799,0.15,2037.45,354.87
346,ORD00346,10-02-2025,north,CUST2959,Corporate,Electronics,Phone,1,149,,149,26.86
347,ORD00347,09-02-2024,West,,Home Office,Furniture,Monitor,3,299,0,897,151.86
348,ORD00348,13-11-2025,North,,Consumer,Electronics,Laptop,5,99,0.1,445.5,46.35
349,ORD00349,04-05-2025,north,CUST2461,Corporate,Office Supplies,Laptop,10,499,0,4990,818.23
350,ORD00350,12-05-2024,North,CUST2671,Corporate,Electronics,Phone,5,199,0.15,845.75,67.39
351,ORD00351,31-01-2024,West,,Corporate,Furniture,Desk,3,499,0.1,1347.3,200.18
352,ORD00352,16-09-2025,WEST,CUST1712,Consumer,Furniture,Laptop,4,799,0.05,3036.2,252.69
353,ORD00353,29-04-2024,East,,Corporate,Furniture,Laptop,10,999,0.05,9490.5,760.06
354,ORD00354,28-03-2025,North,CUST1657,Corporate,Office Supplies,Desk,10,499,0.1,4491,1316.44
355,ORD00355,15-04-2024,South,,Corporate,Electronics,Laptop,1,,0.05,141.55,41
356,ORD00356,03-06-2025,WEST,CUST2900,Home Office,Electronics,Chair,6,99,,594,171.83
357,ORD00357,17-02-2024,North,CUST2157,Home Office,Furniture,Headphones,7,,0.15,1779.05,135.72
358,ORD00358,10-09-2025,North,CUST2982,Corporate,Office Supplies,Headphones,4,299,0.1,1076.4,166.35
359,ORD00359,16-03-2025,North,,Corporate,Office Supplies,Printer,10,999,0.05,9490.5,1200.87
360,ORD00360,11-05-2025,East,CUST2748,Corporate,Furniture,Headphones,4,799,0.1,2876.4,232.23
361,ORD00361,04-05-2024,WEST,CUST2890,Home Office,Office Supplies,Phone,10,499,,4990,1075.5
362,ORD00362,17-04-2024,north,CUST1769,Corporate,Furniture,Laptop,2,999,0.1,1798.2,303.47
363,ORD00363,28-09-2024,South,,Home Office,Furniture,Printer,5,999,0.1,4495.5,1218.05
364,ORD00364,14-03-2024,East,CUST2104,Home Office,Electronics,Printer,3,299,0,897,64.2
365,ORD00365,16-02-2025,north,,Consumer,Electronics,Laptop,7,99,,693,55.58
366,ORD00366,16-05-2024,East,,Consumer,Furniture,Desk,8,99,0.05,752.4,51.89
367,ORD00367,01-08-2024,North,,Consumer,Furniture,Chair,7,99,,693,78.71
368,ORD00368,27-10-2024,north,CUST2992,Consumer,Furniture,Chair,1,199,0,199,45.73
369,ORD00369,05-01-2025,South,CUST1826,Consumer,Office Supplies,Tablet,6,149,0.1,804.6,149.4
370,ORD00370,10-08-2025,South,CUST2147,Consumer,Electronics,Headphones,2,999,,1998,401.11
371,ORD00371,21-02-2025,West,,Corporate,Furniture,Printer,6,199,0,1194,291.38
372,ORD00372,11-07-2024,East,,Home Office,Electronics,Phone,1,199,0,199,49.48
373,ORD00373,07-09-2025,South,,Home Office,Electronics,Chair,2,99,0.05,188.1,23.52
374,ORD00374,30-06-2024,north,,Corporate,Office Supplies,Monitor,9,999,,8991,1307.81
375,ORD00375,23-07-2025,West,CUST2456,Home Office,Office Supplies,Laptop,9,999,0.05,8541.45,1444.87
376,ORD00376,25-04-2024,North,,Home Office,Office Supplies,Desk,4,199,0.1,716.4,184.43
377,ORD00377,04-10-2024,South,CUST1362,Home Office,Electronics,Printer,4,799,0.15,2716.6,808.15
378,ORD00378,20-02-2024,West,,Home Office,Electronics,Monitor,1,999,0.05,949.05,153.41
379,ORD00379,06-09-2025,South,,Home Office,Furniture,Headphones,7,149,0.05,990.85,90.03
380,ORD00380,25-07-2025,north,,Consumer,Office Supplies,Monitor,4,99,0.15,336.6,21.26
381,ORD00381,17-10-2024,WEST,CUST2601,Home Office,Office Supplies,Headphones,1,149,0.05,141.55,35.29
382,ORD00382,24-02-2025,South,CUST2831,Corporate,Office Supplies,Monitor,6,499,0.15,2544.9,362.59
383,ORD00383,10-03-2025,WEST,,Home Office,Electronics,Chair,6,299,,1794,351.08
384,ORD00384,05-12-2025,WEST,,Home Office,Office Supplies,Chair,5,499,,2495,641.36
385,ORD00385,11-05-2024,East,CUST2114,Home Office,Furniture,Laptop,9,199,0.05,1701.45,331.99
386,ORD00386,27-04-2024,East,,Home Office,Office Supplies,Chair,3,149,0,447,49.3
387,ORD00387,07-10-2025,West,CUST2562,Corporate,Furniture,Headphones,9,499,0.1,4041.9,280.34
388,ORD00388,02-04-2024,WEST,CUST1402,Corporate,Electronics,Tablet,6,299,0,1794,511.98
389,ORD00389,23-09-2024,North,CUST1964,Consumer,Electronics,Printer,6,99,,594,158.45
390,ORD00390,09-09-2025,South,,Home Office,Electronics,Phone,1,799,0.15,679.15,38.3
391,ORD00391,24-02-2025,East,,Corporate,Office Supplies,Tablet,8,499,0,3992,992.96
392,ORD00392,10-05-2024,East,,Home Office,Office Supplies,Monitor,8,799,0.05,6072.4,1275.5
393,ORD00393,09-07-2024,WEST,CUST1040,Corporate,Furniture,Laptop,5,999,0,4995,1492.05
394,ORD00394,26-01-2024,North,CUST1457,Corporate,Electronics,Desk,8,199,0,1592,212.34
395,ORD00395,08-07-2025,South,CUST2591,Consumer,Office Supplies,Laptop,2,299,,598,160.08
396,ORD00396,10-04-2025,north,CUST2243,Consumer,Electronics,Desk,10,999,0.15,8491.5,2421.73
397,ORD00397,11-05-2024,East,CUST1010,Home Office,Furniture,Headphones,8,499,0.05,3792.4,523.4
398,ORD00398,28-07-2024,WEST,,Home Office,Office Supplies,Monitor,9,199,0,1791,288.23
399,ORD00399,10-03-2024,East,,Consumer,Office Supplies,Laptop,8,99,0.1,712.8,69.9
400,ORD00400,24-07-2025,north,,Corporate,Furniture,Tablet,9,199,0.1,1611.9,411.4
401,ORD00401,09-11-2025,North,CUST1870,Corporate,Electronics,Phone,7,99,0,693,176.96
402,ORD00402,24-03-2024,West,CUST2270,Consumer,Furniture,Monitor,8,299,,2392,358.03
403,ORD00403,13-11-2025,West,,Home Office,Electronics,Desk,5,199,0,995,133.75
404,ORD00404,09-03-2024,West,,Home Office,Furniture,Headphones,4,299,0.1,1076.4,301.31
405,ORD00405,22-12-2025,north,,Home Office,Office Supplies,Desk,7,299,0.1,1883.7,327.07
406,ORD00406,22-01-2025,East,,Consumer,Office Supplies,Monitor,2,,0.15,338.3,77.32
407,ORD00407,27-06-2025,North,CUST2958,Home Office,Electronics,Printer,6,299,0.15,1524.9,149.62
408,ORD00408,04-09-2024,north,CUST1724,Corporate,Furniture,Desk,4,299,0,1196,99.88
409,ORD00409,05-09-2025,North,,Home Office,Electronics,Laptop,8,499,0,3992,257.09
410,ORD00410,19-01-2024,West,,Consumer,Electronics,Desk,3,499,0,1497,96.81
411,ORD00411,17-07-2024,North,,Home Office,Furniture,Tablet,5,799,0.05,3795.25,575.38
412,ORD00412,19-09-2025,South,,Home Office,Furniture,Laptop,7,99,0.1,623.7,147.16
413,ORD00413,14-05-2025,East,,Corporate,Office Supplies,Desk,7,999,,6993,1175.52
414,ORD00414,04-01-2025,East,,Consumer,Office Supplies,Desk,7,99,0.15,589.05,98.47
415,ORD00415,02-04-2024,East,CUST1648,Home Office,Electronics,Phone,5,149,0.15,633.25,49.33
416,ORD00416,25-01-2024,South,,Consumer,Electronics,Laptop,5,99,,495,71.96
417,ORD00417,09-08-2024,East,CUST2605,Consumer,Electronics,Monitor,6,99,0.1,534.6,45.34
418,ORD00418,30-01-2024,South,,Consumer,Electronics,Tablet,6,199,,1194,177.21
419,ORD00419,21-08-2025,East,,Home Office,Electronics,Monitor,8,,0.1,5752.8,1340.68
420,ORD00420,22-11-2025,West,,Consumer,Office Supplies,Phone,9,299,0.1,2421.9,499.17
421,ORD00421,10-04-2025,West,,Corporate,Office Supplies,Headphones,7,299,0,2093,171.78
422,ORD00422,12-11-2025,north,,Home Office,Office Supplies,Chair,8,199,,1592,302.1
423,ORD00423,13-02-2024,East,,Home Office,Office Supplies,Chair,8,299,0,2392,405.67
424,ORD00424,04-08-2025,north,,Consumer,Office Supplies,Printer,5,499,0.05,2370.25,701.71
425,ORD00425,30-08-2024,West,,Corporate,Furniture,Tablet,7,,0.15,1779.05,382.99
426,ORD00426,06-05-2025,north,,Consumer,Office Supplies,Monitor,3,99,0,297,85.44
427,ORD00427,02-03-2025,WEST,,Home Office,Office Supplies,Phone,5,799,0.05,3795.25,1073.92
428,ORD00428,26-11-2024,North,CUST1661,Home Office,Office Supplies,Headphones,10,199,0.05,1890.5,425.72
429,ORD00429,15-11-2025,north,,Home Office,Furniture,Printer,9,499,,4491,402.98
430,ORD00430,07-06-2025,WEST,CUST1216,Home Office,Electronics,Chair,7,799,,5593,1251.41
431,ORD00431,26-08-2025,North,,Home Office,Electronics,Printer,8,299,0,2392,162.57
432,ORD00432,29-01-2024,North,CUST2034,Home Office,Office Supplies,Printer,2,999,0.15,1698.3,239.04
433,ORD00433,24-10-2025,South,CUST2592,Corporate,Furniture,Phone,1,499,0.15,424.15,97.11
434,ORD00434,05-05-2024,West,,Home Office,Electronics,Printer,6,799,0.1,4314.6,431.86
435,ORD00435,21-04-2025,West,CUST2619,Home Office,Office Supplies,Phone,3,499,0.15,1272.45,82.17
436,ORD00436,23-11-2025,South,CUST1901,Home Office,Office Supplies,Laptop,3,499,0.05,1422.15,109.85
437,ORD00437,10-02-2024,East,,Home Office,Office Supplies,Tablet,3,499,0,1497,433.28
438,ORD00438,25-08-2024,South,,Consumer,Office Supplies,Desk,9,149,0,1341,99.81
439,ORD00439,03-08-2024,North,,Consumer,Electronics,Monitor,1,499,0.15,424.15,91.98
440,ORD00440,29-04-2025,East,CUST1266,Home Office,Office Supplies,Laptop,1,799,,799,82.41
441,ORD00441,04-05-2024,West,,Consumer,Office Supplies,Headphones,2,199,0.1,358.2,58.7
442,ORD00442,09-10-2024,South,CUST2062,Consumer,Electronics,Phone,6,499,0.1,2694.6,561.19
443,ORD00443,19-09-2025,WEST,,Consumer,Electronics,Printer,5,199,,995,170.29
444,ORD00444,17-08-2025,West,,Home Office,Electronics,Desk,3,799,0,2397,294.59
445,ORD00445,23-03-2024,North,,Consumer,Electronics,Chair,8,999,0,7992,1357.93
446,ORD00446,18-11-2025,East,,Consumer,Furniture,Desk,3,,0,297,64.81
447,ORD00447,24-11-2024,North,,Consumer,Furniture,Monitor,4,199,,796,152.1
448,ORD00448,21-09-2024,north,,Consumer,Furniture,Desk,4,299,,1196,238.23
449,ORD00449,19-09-2024,West,,Consumer,Office Supplies,Desk,7,199,0.15,1184.05,159.69
450,ORD00450,09-08-2025,North,,Consumer,Office Supplies,Headphones,5,149,,745,84.04
451,ORD00451,13-09-2024,West,,Corporate,Electronics,Desk,1,199,0,199,48.01
452,ORD00452,08-03-2025,West,,Home Office,Furniture,Desk,4,199,0.1,716.4,210.75
453,ORD00453,30-03-2024,West,CUST2780,Corporate,Furniture,Monitor,9,499,0,4491,739.34
454,ORD00454,17-06-2024,WEST,CUST2460,Consumer,Office Supplies,Monitor,9,99,,891,220.56
455,ORD00455,06-01-2024,north,,Consumer,Electronics,Printer,8,99,0,792,126.7
456,ORD00456,24-12-2025,East,CUST1099,Corporate,Electronics,Phone,8,799,0.05,6072.4,798.72
457,ORD00457,20-12-2025,North,CUST2443,Home Office,Electronics,Desk,9,999,0.05,8541.45,745.56
458,ORD00458,07-02-2025,North,CUST1866,Home Office,Electronics,Headphones,7,99,,693,99.12
459,ORD00459,24-05-2024,West,,Consumer,Electronics,Phone,9,299,0.1,2421.9,281.76
460,ORD00460,19-06-2024,South,,Home Office,Office Supplies,Chair,4,149,0,596,169.24
461,ORD00461,25-06-2025,East,CUST1026,Consumer,Office Supplies,Monitor,9,499,0.1,4041.9,835.55
462,ORD00462,02-12-2025,South,,Home Office,Furniture,Phone,3,799,0,2397,567.56
463,ORD00463,06-03-2024,North,CUST1574,Corporate,Office Supplies,Phone,5,,,1495,401.16
464,ORD00464,10-04-2025,North,,Home Office,Electronics,Printer,4,199,,796,161.5
465,ORD00465,26-05-2025,East,,Home Office,Furniture,Headphones,,149,0.15,633.25,50.34
466,ORD00466,17-04-2025,North,,Corporate,Office Supplies,Headphones,3,199,0,597,161.17
467,ORD00467,03-09-2024,West,CUST2618,Corporate,Office Supplies,Chair,8,99,0.05,752.4,165.67
468,ORD00468,04-12-2024,North,CUST2600,Corporate,Office Supplies,Printer,5,199,0,995,277.32
469,ORD00469,10-07-2025,East,CUST1358,Corporate,Electronics,Headphones,10,299,0.05,2840.5,548.14
470,ORD00470,16-06-2025,North,CUST1318,Corporate,Electronics,Headphones,7,999,0.15,5944.05,1668.17
471,ORD00471,28-05-2024,West,,Consumer,Furniture,Desk,4,799,0,3196,804.43
472,ORD00472,05-11-2025,East,,Home Office,Electronics,Chair,1,499,0.1,449.1,126.87
473,ORD00473,07-12-2025,north,,Consumer,Office Supplies,Headphones,6,999,0.1,5394.6,290.1
474,ORD00474,17-07-2025,East,CUST1692,Home Office,Electronics,Headphones,1,799,0.1,719.1,146.2
475,ORD00475,01-04-2024,East,CUST1072,Consumer,Office Supplies,Chair,5,499,0.05,2370.25,359.86
476,ORD00476,06-06-2024,north,CUST2756,Home Office,Office Supplies,Monitor,3,299,0.05,852.15,150.25
477,ORD00477,19-04-2025,north,CUST2683,Home Office,Furniture,Tablet,2,99,0,198,26.22
478,ORD00478,07-04-2025,West,,Consumer,Office Supplies,Chair,6,299,0.05,1704.3,189.04
479,ORD00479,05-12-2024,WEST,,Consumer,Office Supplies,Phone,9,299,0.15,2287.35,309.82
480,ORD00480,11-08-2024,West,CUST2215,Corporate,Furniture,Headphones,2,799,0.1,1438.2,242.02
481,ORD00481,27-02-2025,East,,Corporate,Electronics,Monitor,7,799,0.1,5033.7,1116.38
482,ORD00482,20-03-2024,North,,Home Office,Office Supplies,Tablet,8,149,0.05,1132.4,313.89
483,ORD00483,10-06-2025,South,,Corporate,Office Supplies,Desk,2,499,0,998,86.91
484,ORD00484,11-05-2024,WEST,,Consumer,Electronics,Desk,1,149,0,149,38.55
485,ORD00485,27-01-2025,North,CUST1731,Corporate,Electronics,Monitor,7,999,0.1,6293.7,749.64
486,ORD00486,30-09-2024,West,CUST2750,Corporate,Electronics,Printer,7,999,0.1,6293.7,537.49
487,ORD00487,07-10-2024,North,,Consumer,Electronics,Phone,1,999,0.1,899.1,269.16
488,ORD00488,28-01-2024,West,CUST2188,Corporate,Electronics,Laptop,10,499,,4990,943.74
489,ORD00489,06-01-2024,North,,Corporate,Office Supplies,Tablet,3,799,0.15,2037.45,275.5
490,ORD00490,06-10-2024,East,,Home Office,Electronics,Printer,4,799,0,3196,573.12
491,ORD00491,29-08-2024,South,,Home Office,Office Supplies,Printer,6,999,0.1,5394.6,545.3
492,ORD00492,10-03-2025,West,,Corporate,Electronics,Headphones,6,999,0.15,5094.9,922.51
493,ORD00493,03-06-2025,East,CUST2091,Home Office,Furniture,Headphones,1,199,0.05,189.05,26.5
494,ORD00494,27-05-2024,WEST,,Consumer,Electronics,Desk,6,199,,1194,252.15
495,ORD00495,19-02-2024,WEST,CUST2877,Consumer,Furniture,Phone,2,99,0.1,178.2,10.2
496,ORD00496,23-06-2024,north,,Corporate,Office Supplies,Desk,9,149,0.05,1273.95,150.68
497,ORD00497,06-08-2025,north,,Corporate,Electronics,Printer,5,199,0.1,895.5,70.91
498,ORD00498,26-08-2025,South,,Home Office,Furniture,Printer,9,499,0.1,4041.9,652.36
499,ORD00499,14-01-2025,East,,Corporate,Office Supplies,Desk,2,,0,198,11.92
500,ORD00500,14-12-2025,South,,Home Office,Office Supplies,Tablet,6,149,0,894,93.7
501,ORD00501,09-09-2025,East,CUST2070,Corporate,Electronics,Headphones,9,799,0.05,6831.45,1300.5
502,ORD00502,15-06-2024,WEST,,Consumer,Furniture,Phone,9,999,0,8991,672.77
503,ORD00503,28-01-2025,East,,Consumer,Electronics,Monitor,1,149,0.1,134.1,25.72
504,ORD00504,28-10-2025,north,,Home Office,Electronics,Headphones,8,99,0.15,673.2,62.92
505,ORD00505,03-10-2025,WEST,,Consumer,Office Supplies,Laptop,5,299,0.05,1420.25,150.41
506,ORD00506,10-06-2024,WEST,,Consumer,Electronics,Tablet,6,999,,5994,1381.85
507,ORD00507,08-02-2024,North,,Corporate,Furniture,Desk,4,99,0.1,356.4,50.19
508,ORD00508,24-10-2025,South,,Corporate,Office Supplies,Laptop,2,999,0,1998,219.85
509,ORD00509,24-07-2025,WEST,,Corporate,Electronics,Desk,7,99,0.05,658.35,141.75
510,ORD00510,24-06-2025,North,CUST1540,Consumer,Electronics,Laptop,2,199,0.15,338.3,59.69
511,ORD00511,08-10-2024,North,,Corporate,Office Supplies,Tablet,6,499,0.05,2844.3,383.67
512,ORD00512,25-10-2025,East,,Corporate,Furniture,Tablet,7,999,,6993,1205.94
513,ORD00513,11-10-2024,West,,Consumer,Furniture,Laptop,6,499,0.05,2844.3,247.02
514,ORD00514,04-06-2024,East,CUST2379,Corporate,Furniture,Phone,9,799,,7191,949.52
515,ORD00515,21-06-2025,north,CUST1098,Home Office,Office Supplies,Printer,2,799,0.15,1358.3,124.11
516,ORD00516,11-07-2025,WEST,,Corporate,Electronics,Printer,1,799,0,799,123.52
517,ORD00517,28-08-2024,West,,Home Office,Furniture,Phone,7,199,0,1393,364.24
518,ORD00518,08-03-2025,South,CUST1227,Home Office,Office Supplies,Phone,3,799,0.1,2157.3,556.83
519,ORD00519,20-03-2024,north,,Consumer,Office Supplies,Chair,9,299,,2691,643.99
520,ORD00520,07-12-2024,West,,Consumer,Electronics,Phone,10,299,0.1,2691,564.98
